UKPRN,HE Provider,student_from,n_students,academic_year
10007782,"St George's, University of London",Cornwall,20,14/15
10007782,"St George's, University of London",County Durham,5,14/15
10007782,"St George's, University of London",Cumbria,5,14/15
10007782,"St George's, University of London",Darlington,0,14/15
10007782,"St George's, University of London",Derbyshire,10,14/15
10007782,"St George's, University of London",Devon,20,14/15
10007782,"St George's, University of London",Dorset,20,14/15
10007782,"St George's, University of London",East Riding of Yorkshire,10,14/15
10007782,"St George's, University of London",East Sussex,70,14/15
10007782,"St George's, University of London",Essex,90,14/15
10007782,"St George's, University of London",Gloucestershire,15,14/15
10007782,"St George's, University of London",Greater London,3000,14/15
10007782,"St George's, University of London",Greater Manchester,40,14/15
10007782,"St George's, University of London",Halton,0,14/15
10007782,"St George's, University of London",Hampshire,105,14/15
10007782,"St George's, University of London",Hartlepool,0,14/15
10007782,"St George's, University of London",Herefordshire,10,14/15
10007782,"St George's, University of London",Hertfordshire,105,14/15
10007782,"St George's, University of London",Isle of Wight,10,14/15
10007782,"St George's, University of London",Isles of Scilly,0,14/15
10007782,"St George's, University of London",Kent,165,14/15
10007782,"St George's, University of London",Lancashire,5,14/15
10007782,"St George's, University of London",Leicestershire,15,14/15
10007782,"St George's, University of London",Lincolnshire,15,14/15
10007782,"St George's, University of London",Luton,10,14/15
10007782,"St George's, University of London",Medway,30,14/15
10007782,"St George's, University of London",Merseyside,10,14/15
10007782,"St George's, University of London",Middlesbrough,0,14/15
10007782,"St George's, University of London",Milton Keynes,15,14/15
10007782,"St George's, University of London",Norfolk,25,14/15
10007782,"St George's, University of London",North East Lincolnshire,0,14/15
10007782,"St George's, University of London",North Lincolnshire,5,14/15
10007782,"St George's, University of London",North Somerset,0,14/15
10007782,"St George's, University of London",North Yorkshire,5,14/15
10007782,"St George's, University of London",Northamptonshire,30,14/15
10007782,"St George's, University of London",Northumberland,5,14/15
10007782,"St George's, University of London",Nottinghamshire,10,14/15
10007782,"St George's, University of London",Oxfordshire,30,14/15
10007782,"St George's, University of London",Peterborough,10,14/15
10007782,"St George's, University of London",Poole,5,14/15
10007782,"St George's, University of London",Reading,5,14/15
10007782,"St George's, University of London",Redcar and Cleveland,0,14/15
10007782,"St George's, University of London",Rutland,0,14/15
10007782,"St George's, University of London",Shropshire,5,14/15
10007782,"St George's, University of London",Slough,25,14/15
10007782,"St George's, University of London",Somerset,15,14/15
10007782,"St George's, University of London",South Gloucestershire,5,14/15
10007782,"St George's, University of London",South Yorkshire,5,14/15
10007782,"St George's, University of London",Southend-on-Sea,15,14/15
10007782,"St George's, University of London",Staffordshire,10,14/15
10007782,"St George's, University of London",Stockton-on-Tees,0,14/15
10007782,"St George's, University of London",Suffolk,30,14/15
10007782,"St George's, University of London",Surrey,380,14/15
10007782,"St George's, University of London",Swindon,5,14/15
10007782,"St George's, University of London",Telford and Wrekin,5,14/15
10007782,"St George's, University of London",Thurrock,10,14/15
10007782,"St George's, University of London",Torbay,0,14/15
10007782,"St George's, University of London",Tyne and Wear,15,14/15
10007782,"St George's, University of London",Warrington,0,14/15
10007782,"St George's, University of London",Warwickshire,15,14/15
10007782,"St George's, University of London",West Berkshire,10,14/15
10007782,"St George's, University of London",West Midlands,50,14/15
10007782,"St George's, University of London",West Sussex,130,14/15
10007782,"St George's, University of London",West Yorkshire,30,14/15
10007782,"St George's, University of London",Wiltshire,25,14/15
10007782,"St George's, University of London",Windsor and Maidenhead,20,14/15
10007782,"St George's, University of London",Wokingham,15,14/15
10007782,"St George's, University of London",Worcestershire,5,14/15
10007782,"St George's, University of London",England (county unitary authority unknown),25,14/15
10007782,"St George's, University of London",Total England,5025,14/15
10007782,"St George's, University of London",Total,5125,14/15
10008026,St Mary's University College,Bath and North East Somerset,0,14/15
10008026,St Mary's University College,Bedford,0,14/15
10008026,St Mary's University College,Blackburn with Darwen,0,14/15
10008026,St Mary's University College,Blackpool,0,14/15
10008026,St Mary's University College,Bournemouth,0,14/15
10008026,St Mary's University College,Bracknell Forest,0,14/15
10008026,St Mary's University College,Brighton and Hove,0,14/15
10008026,St Mary's University College,Buckinghamshire,0,14/15
10008026,St Mary's University College,Cambridgeshire,0,14/15
10008026,St Mary's University College,Central Bedfordshire,0,14/15
10008026,St Mary's University College,Cheshire East,0,14/15
10008026,St Mary's University College,Cheshire West and Chester,0,14/15
10008026,St Mary's University College,City of Bristol,0,14/15
10008026,St Mary's University College,City of Derby,0,14/15
10008026,St Mary's University College,City of Kingston upon Hull,0,14/15
10008026,St Mary's University College,City of Leicester,0,14/15
10008026,St Mary's University College,City of Nottingham,0,14/15
10008026,St Mary's University College,City of Plymouth,0,14/15
10008026,St Mary's University College,City of Portsmouth,0,14/15
10008026,St Mary's University College,City of Southampton,0,14/15
10008026,St Mary's University College,City of Stoke-on-Trent,0,14/15
10008026,St Mary's University College,City of York,0,14/15
10008026,St Mary's University College,Cornwall,0,14/15
10008026,St Mary's University College,County Durham,0,14/15
10008026,St Mary's University College,Cumbria,0,14/15
10008026,St Mary's University College,Darlington,0,14/15
10008026,St Mary's University College,Derbyshire,0,14/15
10008026,St Mary's University College,Devon,0,14/15
10008026,St Mary's University College,Dorset,0,14/15
10008026,St Mary's University College,East Riding of Yorkshire,0,14/15
10008026,St Mary's University College,East Sussex,0,14/15
10008026,St Mary's University College,Essex,0,14/15
10008026,St Mary's University College,Gloucestershire,0,14/15
10008026,St Mary's University College,Greater London,0,14/15
10008026,St Mary's University College,Greater Manchester,0,14/15
10008026,St Mary's University College,Halton,0,14/15
10008026,St Mary's University College,Hampshire,0,14/15
10008026,St Mary's University College,Hartlepool,0,14/15
10008026,St Mary's University College,Herefordshire,0,14/15
10008026,St Mary's University College,Hertfordshire,0,14/15
10008026,St Mary's University College,Isle of Wight,0,14/15
10008026,St Mary's University College,Isles of Scilly,0,14/15
10008026,St Mary's University College,Kent,0,14/15
10008026,St Mary's University College,Lancashire,0,14/15
10008026,St Mary's University College,Leicestershire,0,14/15
10008026,St Mary's University College,Lincolnshire,0,14/15
10008026,St Mary's University College,Luton,0,14/15
10008026,St Mary's University College,Medway,0,14/15
10008026,St Mary's University College,Merseyside,0,14/15
10008026,St Mary's University College,Middlesbrough,0,14/15
10008026,St Mary's University College,Milton Keynes,0,14/15
10008026,St Mary's University College,Norfolk,0,14/15
10008026,St Mary's University College,North East Lincolnshire,0,14/15
10008026,St Mary's University College,North Lincolnshire,0,14/15
10008026,St Mary's University College,North Somerset,0,14/15
10008026,St Mary's University College,North Yorkshire,0,14/15
10008026,St Mary's University College,Northamptonshire,0,14/15
10008026,St Mary's University College,Northumberland,0,14/15
10008026,St Mary's University College,Nottinghamshire,0,14/15
10008026,St Mary's University College,Oxfordshire,0,14/15
10008026,St Mary's University College,Peterborough,0,14/15
10008026,St Mary's University College,Poole,0,14/15
10008026,St Mary's University College,Reading,0,14/15
10008026,St Mary's University College,Redcar and Cleveland,0,14/15
10008026,St Mary's University College,Rutland,0,14/15
10008026,St Mary's University College,Shropshire,0,14/15
10008026,St Mary's University College,Slough,0,14/15
10008026,St Mary's University College,Somerset,0,14/15
10008026,St Mary's University College,South Gloucestershire,0,14/15
10008026,St Mary's University College,South Yorkshire,0,14/15
10008026,St Mary's University College,Southend-on-Sea,0,14/15
10008026,St Mary's University College,Staffordshire,0,14/15
10008026,St Mary's University College,Stockton-on-Tees,0,14/15
10008026,St Mary's University College,Suffolk,0,14/15
10008026,St Mary's University College,Surrey,0,14/15
10008026,St Mary's University College,Swindon,0,14/15
10008026,St Mary's University College,Telford and Wrekin,0,14/15
10008026,St Mary's University College,Thurrock,0,14/15
10008026,St Mary's University College,Torbay,0,14/15
10008026,St Mary's University College,Tyne and Wear,0,14/15
10008026,St Mary's University College,Warrington,0,14/15
10008026,St Mary's University College,Warwickshire,0,14/15
10008026,St Mary's University College,West Berkshire,0,14/15
10008026,St Mary's University College,West Midlands,0,14/15
10008026,St Mary's University College,West Sussex,0,14/15
10008026,St Mary's University College,West Yorkshire,0,14/15
10008026,St Mary's University College,Wiltshire,0,14/15
10008026,St Mary's University College,Windsor and Maidenhead,0,14/15
10008026,St Mary's University College,Wokingham,0,14/15
10008026,St Mary's University College,Worcestershire,0,14/15
10008026,St Mary's University College,England (county unitary authority unknown),0,14/15
10008026,St Mary's University College,Total England,0,14/15
10008026,St Mary's University College,Total,1135,14/15
10007843,"St Mary's University, Twickenham",Bath and North East Somerset,10,14/15
10007843,"St Mary's University, Twickenham",Bedford,10,14/15
10007843,"St Mary's University, Twickenham",Blackburn with Darwen,0,14/15
10007843,"St Mary's University, Twickenham",Blackpool,0,14/15
10007843,"St Mary's University, Twickenham",Bournemouth,20,14/15
10007843,"St Mary's University, Twickenham",Bracknell Forest,35,14/15
10007843,"St Mary's University, Twickenham",Brighton and Hove,20,14/15
10007843,"St Mary's University, Twickenham",Buckinghamshire,65,14/15
10007843,"St Mary's University, Twickenham",Cambridgeshire,25,14/15
10007843,"St Mary's University, Twickenham",Central Bedfordshire,20,14/15
10007843,"St Mary's University, Twickenham",Cheshire East,0,14/15
10007843,"St Mary's University, Twickenham",Cheshire West and Chester,5,14/15
10007843,"St Mary's University, Twickenham",City of Bristol,0,14/15
10007843,"St Mary's University, Twickenham",City of Derby,0,14/15
10007843,"St Mary's University, Twickenham",City of Kingston upon Hull,0,14/15
10007843,"St Mary's University, Twickenham",City of Leicester,5,14/15
10007843,"St Mary's University, Twickenham",City of Nottingham,0,14/15
10007843,"St Mary's University, Twickenham",City of Plymouth,10,14/15
10007843,"St Mary's University, Twickenham",City of Portsmouth,20,14/15
10007843,"St Mary's University, Twickenham",City of Southampton,5,14/15
10007843,"St Mary's University, Twickenham",City of Stoke-on-Trent,0,14/15
10007843,"St Mary's University, Twickenham",City of York,0,14/15
10007843,"St Mary's University, Twickenham",Cornwall,25,14/15
10007843,"St Mary's University, Twickenham",County Durham,35,14/15
10007843,"St Mary's University, Twickenham",Cumbria,10,14/15
10007843,"St Mary's University, Twickenham",Darlington,20,14/15
10007843,"St Mary's University, Twickenham",Derbyshire,10,14/15
10007843,"St Mary's University, Twickenham",Devon,30,14/15
10007843,"St Mary's University, Twickenham",Dorset,30,14/15
10007843,"St Mary's University, Twickenham",East Riding of Yorkshire,0,14/15
10007843,"St Mary's University, Twickenham",East Sussex,55,14/15
10007843,"St Mary's University, Twickenham",Essex,125,14/15
10007843,"St Mary's University, Twickenham",Gloucestershire,15,14/15
10007843,"St Mary's University, Twickenham",Greater London,2440,14/15
10007843,"St Mary's University, Twickenham",Greater Manchester,25,14/15
10007843,"St Mary's University, Twickenham",Halton,0,14/15
10007843,"St Mary's University, Twickenham",Hampshire,100,14/15
10007843,"St Mary's University, Twickenham",Hartlepool,5,14/15
10007843,"St Mary's University, Twickenham",Herefordshire,5,14/15
10007843,"St Mary's University, Twickenham",Hertfordshire,145,14/15
10007843,"St Mary's University, Twickenham",Isle of Wight,10,14/15
10007843,"St Mary's University, Twickenham",Isles of Scilly,0,14/15
10007843,"St Mary's University, Twickenham",Kent,125,14/15
10007843,"St Mary's University, Twickenham",Lancashire,15,14/15
10007843,"St Mary's University, Twickenham",Leicestershire,15,14/15
10007843,"St Mary's University, Twickenham",Lincolnshire,15,14/15
10007843,"St Mary's University, Twickenham",Luton,10,14/15
10007843,"St Mary's University, Twickenham",Medway,15,14/15
10007843,"St Mary's University, Twickenham",Merseyside,15,14/15
10007843,"St Mary's University, Twickenham",Middlesbrough,10,14/15
10007843,"St Mary's University, Twickenham",Milton Keynes,10,14/15
10007843,"St Mary's University, Twickenham",Norfolk,40,14/15
10007843,"St Mary's University, Twickenham",North East Lincolnshire,0,14/15
10007843,"St Mary's University, Twickenham",North Lincolnshire,5,14/15
10007843,"St Mary's University, Twickenham",North Somerset,0,14/15
10007843,"St Mary's University, Twickenham",North Yorkshire,20,14/15
10007843,"St Mary's University, Twickenham",Northamptonshire,30,14/15
10007843,"St Mary's University, Twickenham",Northumberland,5,14/15
10007843,"St Mary's University, Twickenham",Nottinghamshire,10,14/15
10007843,"St Mary's University, Twickenham",Oxfordshire,40,14/15
10007843,"St Mary's University, Twickenham",Peterborough,5,14/15
10007843,"St Mary's University, Twickenham",Poole,10,14/15
10007843,"St Mary's University, Twickenham",Reading,10,14/15
10007843,"St Mary's University, Twickenham",Redcar and Cleveland,0,14/15
10007843,"St Mary's University, Twickenham",Rutland,0,14/15
10007843,"St Mary's University, Twickenham",Shropshire,5,14/15
10007843,"St Mary's University, Twickenham",Slough,55,14/15
10007843,"St Mary's University, Twickenham",Somerset,20,14/15
10007843,"St Mary's University, Twickenham",South Gloucestershire,5,14/15
10007843,"St Mary's University, Twickenham",South Yorkshire,10,14/15
10007843,"St Mary's University, Twickenham",Southend-on-Sea,25,14/15
10007843,"St Mary's University, Twickenham",Staffordshire,10,14/15
10007843,"St Mary's University, Twickenham",Stockton-on-Tees,15,14/15
10007843,"St Mary's University, Twickenham",Suffolk,40,14/15
10007843,"St Mary's University, Twickenham",Surrey,525,14/15
10007843,"St Mary's University, Twickenham",Swindon,5,14/15
10007843,"St Mary's University, Twickenham",Telford and Wrekin,5,14/15
10007843,"St Mary's University, Twickenham",Thurrock,15,14/15
10007843,"St Mary's University, Twickenham",Torbay,5,14/15
10007843,"St Mary's University, Twickenham",Tyne and Wear,60,14/15
10007843,"St Mary's University, Twickenham",Warrington,5,14/15
10007843,"St Mary's University, Twickenham",Warwickshire,5,14/15
10007843,"St Mary's University, Twickenham",West Berkshire,15,14/15
10007843,"St Mary's University, Twickenham",West Midlands,35,14/15
10007843,"St Mary's University, Twickenham",West Sussex,100,14/15
10007843,"St Mary's University, Twickenham",West Yorkshire,15,14/15
10007843,"St Mary's University, Twickenham",Wiltshire,20,14/15
10007843,"St Mary's University, Twickenham",Windsor and Maidenhead,40,14/15
10007843,"St Mary's University, Twickenham",Wokingham,30,14/15
10007843,"St Mary's University, Twickenham",Worcestershire,5,14/15
10007843,"St Mary's University, Twickenham",England (county unitary authority unknown),25,14/15
10007843,"St Mary's University, Twickenham",Total England,4845,14/15
10007843,"St Mary's University, Twickenham",Total,4980,14/15
10007156,The University of Salford,Bath and North East Somerset,5,14/15
10007156,The University of Salford,Bedford,10,14/15
10007156,The University of Salford,Blackburn with Darwen,200,14/15
10007156,The University of Salford,Blackpool,65,14/15
10007156,The University of Salford,Bournemouth,0,14/15
10007156,The University of Salford,Bracknell Forest,5,14/15
10007156,The University of Salford,Brighton and Hove,10,14/15
10007156,The University of Salford,Buckinghamshire,25,14/15
10007156,The University of Salford,Cambridgeshire,30,14/15
10007156,The University of Salford,Central Bedfordshire,10,14/15
10007156,The University of Salford,Cheshire East,320,14/15
10007156,The University of Salford,Cheshire West and Chester,165,14/15
10007156,The University of Salford,City of Bristol,20,14/15
10007156,The University of Salford,City of Derby,15,14/15
10007156,The University of Salford,City of Kingston upon Hull,30,14/15
10007156,The University of Salford,City of Leicester,20,14/15
10007156,The University of Salford,City of Nottingham,35,14/15
10007156,The University of Salford,City of Plymouth,5,14/15
10007156,The University of Salford,City of Portsmouth,5,14/15
10007156,The University of Salford,City of Southampton,5,14/15
10007156,The University of Salford,City of Stoke-on-Trent,40,14/15
10007156,The University of Salford,City of York,20,14/15
10007156,The University of Salford,Cornwall,25,14/15
10007156,The University of Salford,County Durham,35,14/15
10007156,The University of Salford,Cumbria,145,14/15
10007156,The University of Salford,Darlington,10,14/15
10007156,The University of Salford,Derbyshire,235,14/15
10007156,The University of Salford,Devon,20,14/15
10007156,The University of Salford,Dorset,10,14/15
10007156,The University of Salford,East Riding of Yorkshire,45,14/15
10007156,The University of Salford,East Sussex,5,14/15
10007156,The University of Salford,Essex,50,14/15
10007156,The University of Salford,Gloucestershire,25,14/15
10007156,The University of Salford,Greater London,275,14/15
10007156,The University of Salford,Greater Manchester,9550,14/15
10007156,The University of Salford,Halton,90,14/15
10007156,The University of Salford,Hampshire,35,14/15
10007156,The University of Salford,Hartlepool,10,14/15
10007156,The University of Salford,Herefordshire,5,14/15
10007156,The University of Salford,Hertfordshire,55,14/15
10007156,The University of Salford,Isle of Wight,5,14/15
10007156,The University of Salford,Isles of Scilly,0,14/15
10007156,The University of Salford,Kent,45,14/15
10007156,The University of Salford,Lancashire,945,14/15
10007156,The University of Salford,Leicestershire,35,14/15
10007156,The University of Salford,Lincolnshire,60,14/15
10007156,The University of Salford,Luton,5,14/15
10007156,The University of Salford,Medway,10,14/15
10007156,The University of Salford,Merseyside,675,14/15
10007156,The University of Salford,Middlesbrough,20,14/15
10007156,The University of Salford,Milton Keynes,20,14/15
10007156,The University of Salford,Norfolk,30,14/15
10007156,The University of Salford,North East Lincolnshire,20,14/15
10007156,The University of Salford,North Lincolnshire,20,14/15
10007156,The University of Salford,North Somerset,5,14/15
10007156,The University of Salford,North Yorkshire,100,14/15
10007156,The University of Salford,Northamptonshire,35,14/15
10007156,The University of Salford,Northumberland,15,14/15
10007156,The University of Salford,Nottinghamshire,60,14/15
10007156,The University of Salford,Oxfordshire,35,14/15
10007156,The University of Salford,Peterborough,5,14/15
10007156,The University of Salford,Poole,5,14/15
10007156,The University of Salford,Reading,5,14/15
10007156,The University of Salford,Redcar and Cleveland,10,14/15
10007156,The University of Salford,Rutland,5,14/15
10007156,The University of Salford,Shropshire,45,14/15
10007156,The University of Salford,Slough,5,14/15
10007156,The University of Salford,Somerset,15,14/15
10007156,The University of Salford,South Gloucestershire,10,14/15
10007156,The University of Salford,South Yorkshire,155,14/15
10007156,The University of Salford,Southend-on-Sea,5,14/15
10007156,The University of Salford,Staffordshire,115,14/15
10007156,The University of Salford,Stockton-on-Tees,25,14/15
10007156,The University of Salford,Suffolk,25,14/15
10007156,The University of Salford,Surrey,35,14/15
10007156,The University of Salford,Swindon,5,14/15
10007156,The University of Salford,Telford and Wrekin,10,14/15
10007156,The University of Salford,Thurrock,5,14/15
10007156,The University of Salford,Torbay,5,14/15
10007156,The University of Salford,Tyne and Wear,70,14/15
10007156,The University of Salford,Warrington,280,14/15
10007156,The University of Salford,Warwickshire,25,14/15
10007156,The University of Salford,West Berkshire,10,14/15
10007156,The University of Salford,West Midlands,165,14/15
10007156,The University of Salford,West Sussex,20,14/15
10007156,The University of Salford,West Yorkshire,420,14/15
10007156,The University of Salford,Wiltshire,15,14/15
10007156,The University of Salford,Windsor and Maidenhead,5,14/15
10007156,The University of Salford,Wokingham,5,14/15
10007156,The University of Salford,Worcestershire,30,14/15
10007156,The University of Salford,England (county unitary authority unknown),10,14/15
10007156,The University of Salford,Total England,15320,14/15
10007156,The University of Salford,Total,15775,14/15
10008362,London School of Science and Technology Limited,Bath and North East Somerset,0,14/15
10008362,London School of Science and Technology Limited,Bedford,5,14/15
10008362,London School of Science and Technology Limited,Blackburn with Darwen,0,14/15
10008362,London School of Science and Technology Limited,Blackpool,0,14/15
10008362,London School of Science and Technology Limited,Bournemouth,0,14/15
10008362,London School of Science and Technology Limited,Bracknell Forest,0,14/15
10008362,London School of Science and Technology Limited,Brighton and Hove,0,14/15
10008362,London School of Science and Technology Limited,Buckinghamshire,5,14/15
10008362,London School of Science and Technology Limited,Cambridgeshire,0,14/15
10008362,London School of Science and Technology Limited,Central Bedfordshire,5,14/15
10008362,London School of Science and Technology Limited,Cheshire East,0,14/15
10008362,London School of Science and Technology Limited,Cheshire West and Chester,0,14/15
10008362,London School of Science and Technology Limited,City of Bristol,0,14/15
10008362,London School of Science and Technology Limited,City of Derby,0,14/15
10008362,London School of Science and Technology Limited,City of Kingston upon Hull,0,14/15
10008362,London School of Science and Technology Limited,City of Leicester,5,14/15
10008362,London School of Science and Technology Limited,City of Nottingham,0,14/15
10008362,London School of Science and Technology Limited,City of Plymouth,0,14/15
10008362,London School of Science and Technology Limited,City of Portsmouth,0,14/15
10008362,London School of Science and Technology Limited,City of Southampton,0,14/15
10008362,London School of Science and Technology Limited,City of Stoke-on-Trent,0,14/15
10008362,London School of Science and Technology Limited,City of York,0,14/15
10008362,London School of Science and Technology Limited,Cornwall,0,14/15
10008362,London School of Science and Technology Limited,County Durham,0,14/15
10008362,London School of Science and Technology Limited,Cumbria,0,14/15
10008362,London School of Science and Technology Limited,Darlington,0,14/15
10008362,London School of Science and Technology Limited,Derbyshire,0,14/15
10008362,London School of Science and Technology Limited,Devon,0,14/15
10008362,London School of Science and Technology Limited,Dorset,0,14/15
10008362,London School of Science and Technology Limited,East Riding of Yorkshire,0,14/15
10008362,London School of Science and Technology Limited,East Sussex,0,14/15
10008362,London School of Science and Technology Limited,Essex,0,14/15
10008362,London School of Science and Technology Limited,Gloucestershire,0,14/15
10008362,London School of Science and Technology Limited,Greater London,935,14/15
10008362,London School of Science and Technology Limited,Greater Manchester,0,14/15
10008362,London School of Science and Technology Limited,Halton,0,14/15
10008362,London School of Science and Technology Limited,Hampshire,0,14/15
10008362,London School of Science and Technology Limited,Hartlepool,0,14/15
10008362,London School of Science and Technology Limited,Herefordshire,0,14/15
10008362,London School of Science and Technology Limited,Hertfordshire,35,14/15
10008362,London School of Science and Technology Limited,Isle of Wight,0,14/15
10008362,London School of Science and Technology Limited,Isles of Scilly,0,14/15
10008362,London School of Science and Technology Limited,Kent,0,14/15
10008362,London School of Science and Technology Limited,Lancashire,0,14/15
10008362,London School of Science and Technology Limited,Leicestershire,0,14/15
10008362,London School of Science and Technology Limited,Lincolnshire,0,14/15
10008362,London School of Science and Technology Limited,Luton,325,14/15
10008362,London School of Science and Technology Limited,Medway,0,14/15
10008362,London School of Science and Technology Limited,Merseyside,0,14/15
10008362,London School of Science and Technology Limited,Middlesbrough,0,14/15
10008362,London School of Science and Technology Limited,Milton Keynes,5,14/15
10008362,London School of Science and Technology Limited,Norfolk,0,14/15
10008362,London School of Science and Technology Limited,North East Lincolnshire,0,14/15
10008362,London School of Science and Technology Limited,North Lincolnshire,0,14/15
10008362,London School of Science and Technology Limited,North Somerset,0,14/15
10008362,London School of Science and Technology Limited,North Yorkshire,0,14/15
10008362,London School of Science and Technology Limited,Northamptonshire,5,14/15
10008362,London School of Science and Technology Limited,Northumberland,0,14/15
10008362,London School of Science and Technology Limited,Nottinghamshire,0,14/15
10008362,London School of Science and Technology Limited,Oxfordshire,0,14/15
10008362,London School of Science and Technology Limited,Peterborough,0,14/15
10008362,London School of Science and Technology Limited,Poole,0,14/15
10008362,London School of Science and Technology Limited,Reading,5,14/15
10008362,London School of Science and Technology Limited,Redcar and Cleveland,0,14/15
10008362,London School of Science and Technology Limited,Rutland,0,14/15
10008362,London School of Science and Technology Limited,Shropshire,0,14/15
10008362,London School of Science and Technology Limited,Slough,15,14/15
10008362,London School of Science and Technology Limited,Somerset,0,14/15
10008362,London School of Science and Technology Limited,South Gloucestershire,0,14/15
10008362,London School of Science and Technology Limited,South Yorkshire,0,14/15
10008362,London School of Science and Technology Limited,Southend-on-Sea,0,14/15
10008362,London School of Science and Technology Limited,Staffordshire,0,14/15
10008362,London School of Science and Technology Limited,Stockton-on-Tees,0,14/15
10008362,London School of Science and Technology Limited,Suffolk,0,14/15
10008362,London School of Science and Technology Limited,Surrey,5,14/15
10008362,London School of Science and Technology Limited,Swindon,5,14/15
10008362,London School of Science and Technology Limited,Telford and Wrekin,0,14/15
10008362,London School of Science and Technology Limited,Thurrock,5,14/15
10008362,London School of Science and Technology Limited,Torbay,0,14/15
10008362,London School of Science and Technology Limited,Tyne and Wear,0,14/15
10008362,London School of Science and Technology Limited,Warrington,0,14/15
10008362,London School of Science and Technology Limited,Warwickshire,0,14/15
10008362,London School of Science and Technology Limited,West Berkshire,0,14/15
10008362,London School of Science and Technology Limited,West Midlands,155,14/15
10008362,London School of Science and Technology Limited,West Sussex,0,14/15
10008362,London School of Science and Technology Limited,West Yorkshire,0,14/15
10008362,London School of Science and Technology Limited,Wiltshire,0,14/15
10008362,London School of Science and Technology Limited,Windsor and Maidenhead,0,14/15
10008362,London School of Science and Technology Limited,Wokingham,0,14/15
10008362,London School of Science and Technology Limited,Worcestershire,5,14/15
10008362,London School of Science and Technology Limited,England (county unitary authority unknown),0,14/15
10008362,London School of Science and Technology Limited,Total England,1530,14/15
10008362,London School of Science and Technology Limited,Total,1530,14/15
10007780,SOAS University of London,Bath and North East Somerset,10,14/15
10007780,SOAS University of London,Bedford,5,14/15
10007780,SOAS University of London,Blackburn with Darwen,0,14/15
10007780,SOAS University of London,Blackpool,0,14/15
10007780,SOAS University of London,Bournemouth,5,14/15
10007780,SOAS University of London,Bracknell Forest,5,14/15
10007780,SOAS University of London,Brighton and Hove,30,14/15
10007780,SOAS University of London,Buckinghamshire,40,14/15
10007780,SOAS University of London,Cambridgeshire,30,14/15
10007780,SOAS University of London,Central Bedfordshire,5,14/15
10007780,SOAS University of London,Cheshire East,5,14/15
10007780,SOAS University of London,Cheshire West and Chester,5,14/15
10007780,SOAS University of London,City of Bristol,20,14/15
10007780,SOAS University of London,City of Derby,0,14/15
10007780,SOAS University of London,City of Kingston upon Hull,0,14/15
10007780,SOAS University of London,City of Leicester,10,14/15
10007780,SOAS University of London,City of Nottingham,5,14/15
10007780,SOAS University of London,City of Plymouth,0,14/15
10007780,SOAS University of London,City of Portsmouth,5,14/15
10007780,SOAS University of London,City of Southampton,10,14/15
10007780,SOAS University of London,City of Stoke-on-Trent,0,14/15
10007780,SOAS University of London,City of York,5,14/15
10007780,SOAS University of London,Cornwall,15,14/15
10007780,SOAS University of London,County Durham,5,14/15
10007780,SOAS University of London,Cumbria,5,14/15
10007780,SOAS University of London,Darlington,0,14/15
10007780,SOAS University of London,Derbyshire,5,14/15
10007780,SOAS University of London,Devon,20,14/15
10007780,SOAS University of London,Dorset,10,14/15
10007780,SOAS University of London,East Riding of Yorkshire,5,14/15
10007780,SOAS University of London,East Sussex,20,14/15
10007780,SOAS University of London,Essex,35,14/15
10007780,SOAS University of London,Gloucestershire,20,14/15
10007780,SOAS University of London,Greater London,1915,14/15
10007780,SOAS University of London,Greater Manchester,30,14/15
10007780,SOAS University of London,Halton,0,14/15
10007780,SOAS University of London,Hampshire,35,14/15
10007780,SOAS University of London,Hartlepool,0,14/15
10007780,SOAS University of London,Herefordshire,5,14/15
10007780,SOAS University of London,Hertfordshire,75,14/15
10007780,SOAS University of London,Isle of Wight,5,14/15
10007780,SOAS University of London,Isles of Scilly,0,14/15
10007780,SOAS University of London,Kent,45,14/15
10007780,SOAS University of London,Lancashire,15,14/15
10007780,SOAS University of London,Leicestershire,10,14/15
10007780,SOAS University of London,Lincolnshire,5,14/15
10007780,SOAS University of London,Luton,10,14/15
10007780,SOAS University of London,Medway,10,14/15
10007780,SOAS University of London,Merseyside,15,14/15
10007780,SOAS University of London,Middlesbrough,0,14/15
10007780,SOAS University of London,Milton Keynes,10,14/15
10007780,SOAS University of London,Norfolk,15,14/15
10007780,SOAS University of London,North East Lincolnshire,0,14/15
10007780,SOAS University of London,North Lincolnshire,0,14/15
10007780,SOAS University of London,North Somerset,5,14/15
10007780,SOAS University of London,North Yorkshire,10,14/15
10007780,SOAS University of London,Northamptonshire,10,14/15
10007780,SOAS University of London,Northumberland,0,14/15
10007780,SOAS University of London,Nottinghamshire,15,14/15
10007780,SOAS University of London,Oxfordshire,60,14/15
10007780,SOAS University of London,Peterborough,10,14/15
10007780,SOAS University of London,Poole,0,14/15
10007780,SOAS University of London,Reading,5,14/15
10007780,SOAS University of London,Redcar and Cleveland,0,14/15
10007780,SOAS University of London,Rutland,0,14/15
10007780,SOAS University of London,Shropshire,0,14/15
10007780,SOAS University of London,Slough,10,14/15
10007780,SOAS University of London,Somerset,15,14/15
10007780,SOAS University of London,South Gloucestershire,5,14/15
10007780,SOAS University of London,South Yorkshire,15,14/15
10007780,SOAS University of London,Southend-on-Sea,5,14/15
10007780,SOAS University of London,Staffordshire,10,14/15
